Index,Eigenvalue,MagZ,MagX
1,-26.25,-0.5,0.0
2,-26.25,0.5,0.0
3,-18.783339,0.37499997,0.0
4,-18.783335,-0.37499994,5.3076525e-9
5,-18.783335,-0.37500003,-6.21928e-8
6,-18.78333,0.37499997,1.4116824e-11
7,-18.766712,-0.24999976,-5.507201e-5
8,-18.766705,-0.24990351,-1.7273609e-6
9,-18.766703,0.24999946,-0.0002043412
10,-18.766703,0.24982978,2.2555814e-5
11,-18.766691,-0.10614428,-0.04077599
12,-18.76669,0.026108192,-0.023407701
13,-18.766685,0.1249999,-0.00015374938
14,-18.766684,0.080110185,0.06436697
15,-18.766682,-0.12500004,5.526597e-5
16,-18.76668,-1.4761338e-8,0.00015376082
17,-12.147051,-0.375,-2.778729e-9
18,-12.147049,0.375,0.0
19,-11.861143,-0.37500003,2.5015015e-9
20,-11.861137,0.37499997,0.0
21,-11.454079,0.375,0.0
22,-11.454077,-0.37500015,8.2253564e-8
23,-11.316671,0.25000003,-4.949813e-7
24,-11.316669,-0.2500001,-6.675621e-6
25,-11.316664,0.24999997,-1.4134379e-6
26,-11.316663,-0.24999999,7.251811e-6
27,-11.310277,-0.25000003,-5.9883376e-7
28,-11.310271,0.24999997,-2.259897e-6
29,-11.300039,-0.090141095,-0.0014146591
30,-11.300038,0.058814894,0.006131101
31,-11.300036,0.12422378,0.003433591
32,-11.300035,-0.11655509,-0.0042969566
33,-11.300034,0.05167434,0.0041254275
34,-11.300032,0.096561186,-0.013283502
35,-11.300032,-0.03826492,-0.020633847
36,-11.300027,-0.08341365,0.0047046184
37,-11.30002,-0.0011227047,0.004376931
38,-11.300017,0.00016965314,-0.0009898269
39,-11.300016,-0.0022874747,0.015275356
40,-11.300013,0.0003410965,0.0025718717
41,-11.293572,-0.24999999,2.0816648e-7
42,-11.293571,0.25000006,-1.0382696e-6
43,-11.283929,0.12499974,-0.00024465026
44,-11.283927,-0.124999866,-0.00022387115
45,-11.283411,-1.8532403e-7,0.00022319214
46,-11.283405,6.022507e-7,0.00025408049
47,-11.282818,0.124999665,2.3412674e-6
48,-11.282817,-0.12500001,-4.845756e-6
49,-11.27299,-0.25000006,-1.38219605e-8
50,-11.272985,0.24999994,-5.121448e-7
51,-11.256355,0.25,-1.760485e-7
52,-11.2563505,-0.24999999,-7.295998e-8
53,-11.009803,-0.37500015,1.4669168e-8
54,-11.009798,0.37499997,0.0
55,-10.615542,-0.37500003,-3.0639047e-9
56,-10.615538,0.375,0.0
57,-10.345736,-0.37500006,-8.357247e-9
58,-10.345731,0.37500003,0.0
