Index,Eigenvalue,MagZ,MagX
1,-19.25,-0.5,0.0
2,-19.25,0.5,0.0
3,-13.79546,-0.3750002,9.302403e-9
4,-13.795456,0.37499994,-2.9663636e-9
5,-13.795454,0.37500003,-2.3429763e-9
6,-13.795452,-0.37499997,1.5963591e-8
7,-13.772827,0.10803378,-9.747642e-5
8,-13.772823,0.16281965,0.0005572252
9,-13.772821,-0.08014171,-0.047091734
10,-13.772818,-0.045905896,0.008102951
11,-13.772776,0.017107222,0.033896454
12,-13.772776,0.03303925,-0.06766475
13,-13.772776,0.031374406,0.051289964
14,-13.772776,-0.014243512,0.0066988016
15,-13.772772,-0.1476462,0.019037066
16,-13.77277,-0.064436875,-0.004728483
17,-9.145441,-0.37499994,-1.1103754e-8
18,-9.14544,0.375,0.0
19,-8.856285,-0.37500003,-1.0372047e-8
20,-8.856284,0.37500003,0.0
21,-8.447241,-0.37500015,-6.297811e-8
22,-8.44724,0.375,0.0
23,-8.340923,-0.06268045,1.8127491e-6
24,-8.340923,0.2404549,-5.7374046e-7
25,-8.340897,-0.089277,7.551754e-7
26,-8.340897,-0.08849762,-2.5468464e-6
27,-8.332155,-0.24999997,-2.1046137e-7
28,-8.332155,0.24999997,2.3980413e-6
29,-8.318285,0.03858892,-0.00010554853
30,-8.318285,-0.092187405,0.0014863668
31,-8.318283,0.123908274,-0.0024449269
32,-8.318279,-0.033318028,0.007505481
33,-8.318274,-0.0004529398,0.002211249
34,-8.318274,-0.023801683,-0.0065382645
35,-8.318268,-0.005793936,0.03501493
36,-8.318266,-0.014617199,-0.028002761
37,-8.318237,-0.04045596,-0.0044098035
38,-8.318237,0.04462518,0.004284026
39,-8.318226,0.002219113,-0.005161653
40,-8.318226,0.0012854836,-0.003848354
41,-8.309341,0.22316884,1.2773058e-6
42,-8.309341,-0.2231689,3.852605e-7
43,-8.296583,0.124999814,7.104439e-5
44,-8.296579,-0.124999814,2.691829e-5
45,-8.295643,-4.490435e-9,-2.7710503e-5
46,-8.295643,1.6509684e-8,-6.45297e-5
47,-8.294519,0.12429345,-1.6539026e-7
48,-8.294516,-0.1242934,5.9827903e-7
49,-8.281294,-0.24999999,-5.64175e-8
50,-8.281294,0.25000003,-2.0370156e-7
51,-8.258652,-0.24931598,-3.5781702e-9
52,-8.258649,0.2493159,1.0139871e-7
53,-8.003604,0.37499997,0.0
54,-8.003603,-0.37499985,1.5294006e-8
55,-7.6118655,0.37500003,0.0
56,-7.6118655,-0.375,5.11227e-9
57,-7.344658,0.37500003,0.0
58,-7.3446565,-0.375,2.566219e-9
59,-3.646079,-0.19606423,3.269528e-7
60,-3.646079,0.19618854,-1.737782e-6
61,-3.6460648,-0.14381853,-4.225365e-9
62,-3.6460648,0.14369397,4.73466e-7
63,-3.6258802,0.12458211,-0.0011366253
64,-3.6258802,-0.06269561,-0.0005872122
65,-3.6258802,0.049973834,0.0038582035
66,-3.6258802,-0.11705533,0.0002598989
67,-3.6258378,0.0003881529,-0.014682744
68,-3.6258378,0.0048067444,0.012289777
69,-3.2524505,0.24764256,1.7296749e-6
70,-3.2524505,-0.1066073,2.174078e-6
71,-3.2524395,-0.009830879,1.1740011e-6
72,-3.2524395,-0.13120443,5.195461e-7
73,-3.23627,0.06232604,0.00015900037
74,-3.236267,-0.05888948,0.004406369
75,-3.236267,-0.04953725,0.00068910996
76,-3.236267,0.04626256,-0.00014122463
77,-3.2362332,-0.00011785171,-0.0066123107
78,-3.2362332,-4.399279e-5,0.0014931097
79,-2.8820724,-0.11025683,5.674109e-7
80,-2.8820724,0.11025686,-2.5435552e-6
81,-2.8814812,0.11992457,3.375591e-7
82,-2.8814812,-0.11992454,-2.922468e-6
83,-2.8651228,1.0343652e-11,2.9136277e-6
84,-2.8646522,-1.7988279e-10,1.9319991e-6
85,-2.862711,1.0735849e-10,-1.044553e-6
86,-2.8622627,-1.0054594e-10,-2.4195078e-6
87,-2.8507762,-0.07861551,-1.0048039e-5
88,-2.8507733,0.07861567,-1.291915e-8
89,-2.850562,0.1143353,3.4861162e-6
90,-2.850562,-0.11433543,5.9877135e-7
91,-2.8406782,1.432137e-10,1.0839437e-5
92,-2.8406668,2.2238067e-10,-1.1873908e-6
93,-2.8124719,-0.123054944,-7.672248e-7
94,-2.812469,0.12305451,-2.3788882e-6
95,-2.8123226,-0.084027044,4.3588426e-7
96,-2.8123226,0.08402744,-1.1849601e-6
97,-2.7953076,-9.722886e-12,1.5276124e-6
98,-2.7953048,4.0050484e-11,1.0000631e-6
99,-2.7428603,0.23382868,-4.2453564e-7
100,-2.7428575,-0.23365675,3.1857157e-6
101,-2.742846,-0.1997434,3.2442038e-6
102,-2.742846,0.19957128,6.896354e-7
103,-2.7276316,-0.0829139,0.0007618421
104,-2.7276287,0.016355574,0.0012060953
105,-2.7276287,0.021299541,-0.0041781077
106,-2.7276287,0.045231804,0.0002270802
107,-2.7275977,-1.7713386e-5,-0.0015628592
108,-2.7275977,4.471105e-5,0.0035402013
109,-2.2588882,0.15811108,-2.72512e-7
110,-2.2588882,-0.15809238,1.101267e-6
111,-2.2588773,0.22751258,-3.1724974e-7
112,-2.2588773,-0.22753124,9.989129e-7
113,-2.2411299,-0.09208368,0.004500569
114,-2.2411299,0.05890645,0.00031357227
115,-2.2411299,-0.058205985,0.0014620582
116,-2.2411299,0.09133447,0.00097652327
117,-2.2410932,5.4999946e-5,-0.005895486
118,-2.2410932,-6.2767326e-6,-0.0013587311
119,-1.9178436,-0.2499886,1.2156379e-6
120,-1.9178407,0.24998856,1.818495e-6
121,-1.9178295,-0.25000006,9.574507e-7
122,-1.9178295,0.25000003,-2.690151e-6
123,-1.8966982,0.1069038,-0.00040213016
124,-1.8966956,-0.0038473005,0.060253154
125,-1.8966956,-0.040294044,-0.0003033605
126,-1.8966956,-0.052667174,-0.00061468687
127,-1.8966532,-0.004106307,-0.0273532
128,-1.8966532,-0.005988926,-0.031580992
129,1.4340348,-0.24506967,1.7280733e-8
130,1.4340348,0.24506971,-1.1867635e-8
131,1.8876646,0.12088386,2.1042385e-6
132,1.8876674,-0.12088387,9.01037e-6
133,1.888135,-0.09301524,4.4719472e-6
134,1.888135,0.093015224,2.8170034e-6
135,1.9051666,-4.824824e-10,-1.12942425e-5
136,1.9054568,-6.9406075e-10,-7.014342e-6
137,1.9068544,0.114291884,0.00015956616
138,1.9068544,-0.11428676,-0.00092018064
